project,clock_name,modality,cell_type,feature,coefficient,importance,rank,model_type
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_8412,0.0128216570193412,,162,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_884,0.0135537245710695,,126,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_90292,0.0123223835903181,,196,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_90331,0.0143307148152798,,97,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_94492,-0.0129010952505117,,158,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_98181,0.0139632802288214,,111,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_98186,0.0186469809581026,,26,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_98187,0.0251468314476253,,2,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_101000,-0.0072253041447592,,164,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_111192,-0.0070852068792373,,183,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_11476,0.0078932786783121,,102,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_11477,0.0078932786783121,,101,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_116598,0.0083186701640021,,66,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_116599,0.0083186701640021,,67,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_116724,-0.0083232558336879,,65,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_116725,-0.0108325744603455,,17,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_120888,0.0073072486319828,,150,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_122295,0.0074590190413641,,138,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_136897,-0.008098694118046,,81,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_1371,0.0070762703976343,,187,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_13980,-0.0074786297503884,,135,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_140765,0.007257086084709,,156,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_144548,0.0070633182515187,,192,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_144560,0.0086232624480338,,52,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_14465,0.0074879216221611,,133,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_14491,0.0129803555813011,,1,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_148252,0.0075129488126846,,130,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_152535,0.0071516046668344,,173,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_15299,0.0072580379099504,,155,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_154924,0.0074973127725046,,132,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_154925,0.0073561809475144,,147,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_156361,-0.0108577818371804,,15,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_156363,-0.0089759826277693,,45,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_156364,-0.0089759826277693,,44,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_156366,-0.0117703639012994,,6,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_156367,-0.0116443182500453,,10,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_156368,-0.0120138792347799,,4,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_156369,-0.0113964781033195,,11,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_156370,-0.0118415518213464,,5,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_156371,-0.0117030546935397,,9,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_156372,-0.011721812945905,,8,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,Astro,feat_156373,-0.011721812945905,,7,RidgeCV
