,specimenID,libraryID,assay,platform,referenceSet,transposaseBatch,libraryBatch,libraryPreparationMethod,sampleBarcode,chromiumSampleIndex,pcrCycles,sequencingBatch,isStranded,readStrandOrigin,readLength,runType,meanCoverage,meanGCContent,Q30BasesinRead1,Q30BasesinRead2
0,M2AT_211109_216_B01,L8AT_211117_01_G07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21112303,L8AT_211117_01,10x,,SI-NA-G7,,ATX-1501,False,forward,50bp,pairedEnd,,,0.9422,0.9354
1,M2AT_211109_216_C01,L8AT_211117_01_H07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21112303,L8AT_211117_01,10x,,SI-NA-H7,,ATX-1501,False,forward,50bp,pairedEnd,,,0.9446,0.9371
2,M2AT_211109_216_D01,L8AT_211117_01_A08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21112303,L8AT_211117_01,10x,,SI-NA-A8,,ATX-1501,False,forward,50bp,pairedEnd,,,0.9415,0.9344
3,M2AT_211109_211_E01,L8AT_211117_01_B08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21112303,L8AT_211117_01,10x,,SI-NA-B8,,ATX-1501,False,forward,50bp,pairedEnd,,,0.9437,0.9392
4,M2AT_211109_211_F01,L8AT_211117_01_C08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21112303,L8AT_211117_01,10x,,SI-NA-C8,,ATX-1501,False,forward,50bp,pairedEnd,,,0.9428,0.9361
5,M2AT_211109_211_G01,L8AT_211117_01_D08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21112303,L8AT_211117_01,10x,,SI-NA-D8,,ATX-1501,False,forward,50bp,pairedEnd,,,0.9436,0.9355
6,M2AT_211109_211_H01,L8AT_211117_01_E08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21112303,L8AT_211117_01,10x,,SI-NA-E8,,ATX-1501,False,forward,50bp,pairedEnd,,,0.9431,0.9361
7,M2AT_211130_216_A01,L8AT_211201_01_E01,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21121404,L8AT_211201_01,10x,,SI-NA-E1,,ATX-1502,False,forward,50bp,pairedEnd,,,0.9261,0.9171
8,M2AT_211130_216_B01,L8AT_211201_01_F01,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21121404,L8AT_211201_01,10x,,SI-NA-F1,,ATX-1502,False,forward,50bp,pairedEnd,,,0.9278,0.9196
9,M2AT_211130_216_C01,L8AT_211201_01_G01,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21121404,L8AT_211201_01,10x,,SI-NA-G1,,ATX-1502,False,forward,50bp,pairedEnd,,,0.928,0.9171
10,M2AT_211130_216_D01,L8AT_211201_01_H01,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21121404,L8AT_211201_01,10x,,SI-NA-H1,,ATX-1502,False,forward,50bp,pairedEnd,,,0.9286,0.9188
11,M2AT_211130_206_E01,L8AT_211201_01_A02,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21121404,L8AT_211201_01,10x,,SI-NA-A2,,ATX-1502,False,forward,50bp,pairedEnd,,,0.9292,0.9215
12,M2AT_211130_206_F01,L8AT_211201_01_B02,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21121404,L8AT_211201_01,10x,,SI-NA-B2,,ATX-1502,False,forward,50bp,pairedEnd,,,0.9274,0.9186
13,M2AT_211130_206_G01,L8AT_211201_01_C02,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21121404,L8AT_211201_01,10x,,SI-NA-C2,,ATX-1502,False,forward,50bp,pairedEnd,,,0.9264,0.9163
14,M2AT_211130_206_H01,L8AT_211201_01_D02,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21121404,L8AT_211201_01,10x,,SI-NA-D2,,ATX-1502,False,forward,50bp,pairedEnd,,,0.9274,0.9185
15,M2AT_211214_216_A01,L8AT_211215_01_E07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21122103,L8AT_211215_01,10x,,SI-NA-E7,,ATX-1503,False,forward,50bp,pairedEnd,,,0.9167,0.9066
16,M2AT_211214_216_B01,L8AT_211215_01_F07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21122103,L8AT_211215_01,10x,,SI-NA-F7,,ATX-1503,False,forward,50bp,pairedEnd,,,0.9146,0.9066
17,M2AT_211214_216_C01,L8AT_211215_01_G07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21122103,L8AT_211215_01,10x,,SI-NA-G7,,ATX-1503,False,forward,50bp,pairedEnd,,,0.9158,0.9084
18,M2AT_211214_216_D01,L8AT_211215_01_H07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21122103,L8AT_211215_01,10x,,SI-NA-H7,,ATX-1503,False,forward,50bp,pairedEnd,,,0.9162,0.9042
19,M1AT_211214_211_E01,L8AT_211215_01_E08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21122103,L8AT_211215_01,10x,,SI-NA-E8,,ATX-1503,False,forward,50bp,pairedEnd,,,0.9156,0.9031
20,M1AT_211214_211_F01,L8AT_211215_01_A08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21122103,L8AT_211215_01,10x,,SI-NA-A8,,ATX-1503,False,forward,50bp,pairedEnd,,,0.9152,0.904
21,M1AT_211214_211_G01,L8AT_211215_01_B08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21122103,L8AT_211215_01,10x,,SI-NA-B8,,ATX-1503,False,forward,50bp,pairedEnd,,,0.9153,0.902
22,M1AT_211214_211_H01,L8AT_211215_01_C08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21122103,L8AT_211215_01,10x,,SI-NA-C8,,ATX-1503,False,forward,50bp,pairedEnd,,,0.916,0.9042
23,M2AT_210730_201_A01,L8AT_210804_01_A06,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21081001,L8AT_210804_01,10x,,SI-NA-A6,,ATX-522,False,forward,50bp,pairedEnd,,,0.9371,0.9267
24,M2AT_210730_201_B01,L8AT_210804_01_B06,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21081001,L8AT_210804_01,10x,,SI-NA-B6,,ATX-522,False,forward,50bp,pairedEnd,,,0.9384,0.9283
25,M2AT_210806_201_A01,L8AT_210809_01_D07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21082401,L8AT_210809_01,10x,,SI-NA-D7,,ATX-525,False,forward,50bp,pairedEnd,,,0.9335,0.9255
26,M2AT_210806_201_B01,L8AT_210809_01_E07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21082401,L8AT_210809_01,10x,,SI-NA-E7,,ATX-525,False,forward,50bp,pairedEnd,,,0.9342,0.9235
27,M2AT_210809_201_A01,L8AT_210816_01_B09,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21082401,L8AT_210816_01,10x,,SI-NA-B9,,ATX-525,False,forward,50bp,pairedEnd,,,0.9364,0.9226
28,M2AT_210809_201_B01,L8AT_210816_01_C09,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21082401,L8AT_210816_01,10x,,SI-NA-C9,,ATX-525,False,forward,50bp,pairedEnd,,,0.9392,0.9236
29,M2AT_210820_207_A01,L8AT_210824_01_D12,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21090802,L8AT_210824_01,10x,,SI-NA-D12,,ATX-528,False,forward,50bp,pairedEnd,,,0.9398,0.9228
30,M2AT_210820_207_B01,L8AT_210824_01_E12,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21090802,L8AT_210824_01,10x,,SI-NA-E12,,ATX-528,False,forward,50bp,pairedEnd,,,0.9375,0.9206
31,M2AT_210827_201_B01,L8AT_210830_01_H03,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21091401,L8AT_210830_01,10x,,SI-NA-H3,,ATX-529,False,forward,50bp,pairedEnd,,,0.9522,0.9361
32,M2AT_210913_207_A01,L8AT_210916_01_B08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21092101,L8AT_210916_01,10x,,SI-NA-B8,,ATX-530,False,forward,50bp,pairedEnd,,,0.9453,0.9426
33,M2AT_211001_217_A01,L8AT_211004_01_G10,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21101202,L8AT_211004_01,10x,,SI-NA-G10,,ATX-534,False,forward,50bp,pairedEnd,,,0.9573,0.9487
34,M2AT_211001_217_B01,L8AT_211004_01_H10,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21101202,L8AT_211004_01,10x,,SI-NA-H10,,ATX-534,False,forward,50bp,pairedEnd,,,0.9555,0.9479
35,M2AT_211008_216_A01,L8AT_211011_01_A01,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21101902,L8AT_211011_01,10x,,SI-NA-A1,,ATX-536,False,forward,50bp,pairedEnd,,,0.9463,0.9387
36,M2AT_211008_216_B01,L8AT_211011_01_B01,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21101902,L8AT_211011_01,10x,,SI-NA-B1,,ATX-536,False,forward,50bp,pairedEnd,,,0.947,0.939
37,M2AT_211015_216_A01,L8AT_211018_01_B03,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21102602,L8AT_211018_01,10x,,SI-NA-B3,,ATX-538,False,forward,50bp,pairedEnd,,,0.9672,0.9562
38,M2AT_211015_216_B01,L8AT_211018_01_C03,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21102602,L8AT_211018_01,10x,,SI-NA-C3,,ATX-538,False,forward,50bp,pairedEnd,,,0.9655,0.9562
39,M2AT_211019_211_A01,L8AT_211025_01_F05,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21110201,L8AT_211025_01,10x,,SI-NA-F5,,ATX-539,False,forward,50bp,pairedEnd,,,0.9599,0.9556
40,M2AT_211019_211_B01,L8AT_211025_01_G05,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21110201,L8AT_211025_01,10x,,SI-NA-G5,,ATX-539,False,forward,50bp,pairedEnd,,,0.9597,0.9587
41,M2AT_211019_211_C01,L8AT_211025_01_H05,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21110201,L8AT_211025_01,10x,,SI-NA-H5,,ATX-539,False,forward,50bp,pairedEnd,,,0.9636,0.9578
42,M2AT_211019_211_D01,L8AT_211025_01_A06,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21110201,L8AT_211025_01,10x,,SI-NA-A6,,ATX-539,False,forward,50bp,pairedEnd,,,0.9606,0.9582
43,M2AT_211022_206_C01,L8AT_211025_01_C07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21110202,L8AT_211025_01,10x,,SI-NA-C7,,ATX-540,False,forward,50bp,pairedEnd,,,0.9465,0.9377
44,M2AT_211022_206_D01,L8AT_211025_01_D07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21110202,L8AT_211025_01,10x,,SI-NA-D7,,ATX-540,False,forward,50bp,pairedEnd,,,0.9452,0.9362
45,M2AT_211022_206_A01,L8AT_211025_01_A07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21110202,L8AT_211025_01,10x,,SI-NA-A7,,ATX-540,False,forward,50bp,pairedEnd,,,0.9469,0.9362
46,M2AT_211022_206_B01,L8AT_211025_01_B07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21110202,L8AT_211025_01,10x,,SI-NA-B7,,ATX-540,False,forward,50bp,pairedEnd,,,0.9457,0.937
47,M2AT_211026_206_A01,L8AT_211101_01_B09,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21110902,L8AT_211101_01,10x,,SI-NA-B9,,ATX-542,False,forward,50bp,pairedEnd,,,0.9293,0.9496
48,M2AT_211026_206_B01,L8AT_211101_01_C09,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21110902,L8AT_211101_01,10x,,SI-NA-C9,,ATX-542,False,forward,50bp,pairedEnd,,,0.9294,0.9477
49,M2AT_211026_206_C01,L8AT_211101_01_D09,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21110902,L8AT_211101_01,10x,,SI-NA-D9,,ATX-542,False,forward,50bp,pairedEnd,,,0.9229,0.9496
50,M2AT_211026_206_D01,L8AT_211101_01_E09,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21110902,L8AT_211101_01,10x,,SI-NA-E9,,ATX-542,False,forward,50bp,pairedEnd,,,0.9228,0.9491
51,M2AT_211029_216_A01,L8AT_211101_01_B10,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21111602,L8AT_211101_01,10x,,SI-NA-B10,,ATX-544,False,forward,50bp,pairedEnd,,,0.9558,0.9534
52,M2AT_211029_216_B01,L8AT_211101_01_C10,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21111602,L8AT_211101_01,10x,,SI-NA-C10,,ATX-544,False,forward,50bp,pairedEnd,,,0.9551,0.9558
53,M2AT_211029_216_C01,L8AT_211101_01_D10,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21111602,L8AT_211101_01,10x,,SI-NA-D10,,ATX-544,False,forward,50bp,pairedEnd,,,0.9588,0.9515
54,M2AT_211029_216_D01,L8AT_211101_01_E10,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21111602,L8AT_211101_01,10x,,SI-NA-E10,,ATX-544,False,forward,50bp,pairedEnd,,,0.9561,0.9535
55,M2AT_211102_216_A01,L8AT_211108_01_C01,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21111602,L8AT_211108_01,10x,,SI-NA-C1,,ATX-544,False,forward,50bp,pairedEnd,,,0.9568,0.9503
56,M2AT_211102_216_B01,L8AT_211108_01_D01,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21111602,L8AT_211108_01,10x,,SI-NA-D1,,ATX-544,False,forward,50bp,pairedEnd,,,0.9591,0.9559
57,M2AT_211102_216_C01,L8AT_211108_01_E01,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21111603,L8AT_211108_01,10x,,SI-NA-E1,,ATX-545,False,forward,50bp,pairedEnd,,,0.9551,0.9464
58,M2AT_211102_216_D01,L8AT_211108_01_F01,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21111603,L8AT_211108_01,10x,,SI-NA-F1,,ATX-545,False,forward,50bp,pairedEnd,,,0.9543,0.9423
59,M1AT_211102_201_E01,L8AT_211108_01_G01,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21111603,L8AT_211108_01,10x,,SI-NA-G1,,ATX-545,False,forward,50bp,pairedEnd,,,0.9544,0.9437
60,M1AT_211102_201_F01,L8AT_211108_01_H01,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21111603,L8AT_211108_01,10x,,SI-NA-H1,,ATX-545,False,forward,50bp,pairedEnd,,,0.9546,0.9417
61,M1AT_211102_201_G01,L8AT_211108_01_A02,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21111603,L8AT_211108_01,10x,,SI-NA-A2,,ATX-545,False,forward,50bp,pairedEnd,,,0.9544,0.9417
62,M1AT_211102_201_H01,L8AT_211108_01_B02,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21111603,L8AT_211108_01,10x,,SI-NA-B2,,ATX-545,False,forward,50bp,pairedEnd,,,0.9539,0.944
63,M2AT_211109_216_A01,L8AT_211117_01_F07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21112903,L8AT_211117_01,10x,,SI-NA-F7,,ATX-546,False,forward,50bp,pairedEnd,,,0.9631,0.9633
64,M2AT_211116_216_A01,L8AT_211117_01_E09,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21113001,L8AT_211117_01,10x,,SI-NA-E9,,ATX-547,False,forward,50bp,pairedEnd,,,0.9625,0.9608
65,M2AT_211116_216_B01,L8AT_211117_01_F09,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21113001,L8AT_211117_01,10x,,SI-NA-F9,,ATX-547,False,forward,50bp,pairedEnd,,,0.9618,0.9616
66,M2AT_211116_216_C01,L8AT_211117_01_G09,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21113001,L8AT_211117_01,10x,,SI-NA-G9,,ATX-547,False,forward,50bp,pairedEnd,,,0.9634,0.9648
67,M2AT_211116_216_D01,L8AT_211117_01_H09,ATACSeq,IlluminaNovaseq6000,GRCh38,R8AT-21113001,L8AT_211117_01,10x,,SI-NA-H9,,ATX-547,False,forward,50bp,pairedEnd,,,0.9616,0.9634
