,specimenID,libraryID,assay,platform,RIN,rnaBatch,libraryBatch,sequencingBatch,libraryPrep,libraryPreparationMethod,libraryType,sampleBarcode,isStranded,readStrandOrigin,readLength,runType,totalReads,validBarcodeReads,numberCells,medianGenes,medianUMIs,referenceSet,transposaseBatch,chromiumSampleIndex,pcrCycles,meanCoverage,meanGCContent,Q30BasesinRead1,Q30BasesinRead2,specimen_suffix
226,2223_1_D08,L8XR_240509_21_C09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,7.2,A8XR_240507_01,L8XR_240509_21,MTX-2184,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1511559657,1476793785,4491,2573.0,5800.0,GRCh38,R8XR-24052102,SI-TT-C9_i7,,,,0.9568,0.9517,-L8XR_240509_21_C09-33a00612e9582ef251dcdfddcaba686098ab8011
227,2228_A05,L8XR_240516_21_B01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.33,A8XR_240510_01,L8XR_240516_21,MTX-2184,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1604455334,1567873752,5651,3811.0,10432.0,GRCh38,R8XR-24052102,SI-TT-B1_i7,,,,0.958,0.9529,-L8XR_240516_21_B01-1273341bf987970d7c297125e7b4921a13b69dc7
228,2228_B05,L8XR_240516_21_C01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.27,A8XR_240510_01,L8XR_240516_21,MTX-2184,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1573618279,1537110335,4187,3404.0,8605.0,GRCh38,R8XR-24052102,SI-TT-C1_i7,,,,0.9566,0.9525,-L8XR_240516_21_C01-0e575656348f678e74505abe942be8a09f660a40
229,2228_C05,L8XR_240516_21_D01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,7.27,A8XR_240510_01,L8XR_240516_21,MTX-2184,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1372453644,1340612719,7834,2659.0,6337.0,GRCh38,R8XR-24052102,SI-TT-D1_i7,,,,0.9558,0.95,-L8XR_240516_21_D01-568069e5ae14be524339e8a8397ea280b38254bc
230,2239_A06,L8XR_240523_22_E05,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.6,A8XR_240517_01,L8XR_240523_22,MTX-2186,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1946652619,1897402308,5411,2844.0,6242.0,GRCh38,R8XR-24060404,SI-TT-E5_i7,,,,0.9585,0.9496,-L8XR_240523_22_E05-74a6f2aba4d126c5717de3fd47d8042ce82acf63
231,2239_C06,L8XR_240523_22_B06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,7.93,A8XR_240517_01,L8XR_240523_22,MTX-2186,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1358048183,1323825369,7956,3151.0,7010.5,GRCh38,R8XR-24060404,SI-TT-B6_i7,,,,0.9567,0.9475,-L8XR_240523_22_B06-9a291651e1a39d414ef633a39c5a73dc3666a1b1
232,2351_B09,L8XR_240801_02_F09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.67,A8XR_240730_01,L8XR_240801_02,MTX-2193,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1552458813,1512871113,5983,4544.0,14553.0,GRCh38,R8XR-24080606,SI-TT-F9_i7,,,,0.9433,0.9491,-L8XR_240801_02_F09-69485c65e643fa0fdd3fc50a9d464710b73b2c3c
233,1467_C08,L8XR_221020_01_E05,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.07,A8XR_221018_01,L8XR_221020_01,MTX-2112,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1821718230,1731178834,5763,6171.0,26655.0,GRCh38,R8XR-22110102,SI-TT-E5_i7,,,,0.961,0.9512,-L8XR_221020_01_E05-1225051611
234,1476_A06,L8XR_221027_03_H01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.43,A8XR_221025_01,L8XR_221027_03,MTX-2112,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1634340134,1550171617,7778,5667.5,25413.0,GRCh38,R8XR-22110102,SI-TT-H1_i7,,,,0.9553,0.9541,-L8XR_221027_03_H01-1225051613
235,1476_B06,L8XR_221027_02_F12,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.82,A8XR_221025_01,L8XR_221027_02,MTX-2112,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1371315079,1300555221,13640,5592.5,23142.0,GRCh38,R8XR-22110102,SI-TT-F12_i7,,,,0.9612,0.9448,-L8XR_221027_02_F12-1225051614
236,1476_C06,L8XR_221027_02_G12,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.57,A8XR_221025_01,L8XR_221027_02,MTX-2112,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1687083447,1603741525,8597,6502.0,25410.0,GRCh38,R8XR-22110102,SI-TT-G12_i7,,,,0.9578,0.9497,-L8XR_221027_02_G12-1225051615
237,1485_A05,L8XR_221103_02_E02,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.87,A8XR_221101_01,L8XR_221103_02,MTX-2113,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1234258258,1177358952,7230,6795.5,30832.5,GRCh38,R8XR-22111503,SI-TT-E2_i7,,,,0.9645,0.9592,-L8XR_221103_02_E02-1228181629
238,1485_B05,L8XR_221103_02_G04,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.65,A8XR_221101_01,L8XR_221103_02,MTX-2113,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1163483886,1105193343,7275,5335.0,19918.0,GRCh38,R8XR-22111503,SI-TT-G4_i7,,,,0.9684,0.9559,-L8XR_221103_02_G04-1228181630
239,1485_C05,L8XR_221103_02_H04,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.6,A8XR_221101_01,L8XR_221103_02,MTX-2113,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,362002590,343974861,3401,5110.0,19658.0,GRCh38,R8XR-22111503,SI-TT-H4_i7,,,,0.9683,0.9599,-L8XR_221103_02_H04-1228181631
240,1498_B06,L8XR_221110_03_D08,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.48,A8XR_221108_01,L8XR_221110_03,MTX-2113,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1529172756,1450726194,9906,5838.0,20242.0,GRCh38,R8XR-22111503,SI-TT-D8_i7,,,,0.9656,0.9585,-L8XR_221110_03_D08-1228181635
241,1498_C06,L8XR_221110_02_G06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.17,A8XR_221108_01,L8XR_221110_02,MTX-2113,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,2065002435,1962991315,5562,6441.0,28265.5,GRCh38,R8XR-22111503,SI-TT-G6_i7,,,,0.9666,0.9579,-L8XR_221110_02_G06-1228181636
242,1531_A05,L8XR_221208_01_G06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.55,A8XR_221206_01,L8XR_221208_01,MTX-2115,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1650877363,1577743496,8502,5126.5,21230.5,GRCh38,R8XR-23010401,SI-TT-G6_i7,,,,0.9142,0.9151,-L8XR_221208_01_G06-1239549592
243,1531_B05,L8XR_221208_01_H06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.08,A8XR_221206_01,L8XR_221208_01,MTX-2115,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1373326133,1311389124,7599,6697.0,28636.0,GRCh38,R8XR-23010401,SI-TT-H6_i7,,,,0.9139,0.9171,-L8XR_221208_01_H06-1239549593
244,1531_C05,L8XR_221208_01_A07,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.04,A8XR_221206_01,L8XR_221208_01,MTX-2115,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1380300127,1319566921,9780,5525.0,16869.5,GRCh38,R8XR-23010401,SI-TT-A7_i7,,,,0.9316,0.9081,-L8XR_221208_01_A07-1239549594
245,1981_A09,L8XR_231207_01_F06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.6,A8XR_231205_01,L8XR_231207_01,MTX-2168,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1490420012,1457928856,7476,5612.0,24485.0,GRCh38,R8XR-23121204,SI-TT-F6_i7,,,,0.9584,0.9498,-L8XR_231207_01_F06-1322259035
246,1981_B09,L8XR_231207_01_G06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.67,A8XR_231205_01,L8XR_231207_01,MTX-2168,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1752809968,1716526802,7622,5261.0,21971.0,GRCh38,R8XR-23121204,SI-TT-G6_i7,,,,0.9591,0.9535,-L8XR_231207_01_G06-1322259037
247,1981_C09,L8XR_231207_01_H07,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.03,A8XR_231205_01,L8XR_231207_01,MTX-2168,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1371331867,1342808164,8413,5254.0,18299.0,GRCh38,R8XR-23121204,SI-TT-H7_i7,,,,0.9584,0.9509,-L8XR_231207_01_H07-1322259038
248,1987_A05,L8XR_231214_01_C01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.07,A8XR_231208_01,L8XR_231214_01,MTX-2169,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1666468554,1628973012,7367,4924.0,18558.0,GRCh38,R8XR-23121904,SI-TT-C1_i7,,,,0.9402,0.9392,-L8XR_231214_01_C01-1321850073
249,1987_B05,L8XR_231214_01_D01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.07,A8XR_231208_01,L8XR_231214_01,MTX-2169,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1607969539,1569539067,4803,5160.0,19003.0,GRCh38,R8XR-23121904,SI-TT-D1_i7,,,,0.941,0.9453,-L8XR_231214_01_D01-1321850074
250,1987_C05,L8XR_231214_01_E01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,7.27,A8XR_231208_01,L8XR_231214_01,MTX-2169,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1632424483,1595041962,6460,5298.5,24443.5,GRCh38,R8XR-23121904,SI-TT-E1_i7,,,,0.9409,0.9393,-L8XR_231214_01_E01-1321850076
251,1991_A09,L8XR_231214_01_A11,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.08,A8XR_231212_01,L8XR_231214_01,MTX-2170,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1630251555,1594386021,6422,5954.5,25394.5,GRCh38,R8XR-23121905,SI-TT-A11_i7,,,,0.9556,0.9491,-L8XR_231214_01_A11-1321727991
252,1991_B09,L8XR_231214_01_B01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,7.93,A8XR_231212_01,L8XR_231214_01,MTX-2170,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1388985663,1357177891,8644,2846.0,7662.5,GRCh38,R8XR-23121905,SI-TT-B1_i7,,,,0.9555,0.9533,-L8XR_231214_01_B01-1321727992
253,1991_C09,L8XR_231214_01_A01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.63,A8XR_231212_01,L8XR_231214_01,MTX-2171,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1595863104,1552136455,2999,2837.0,6801.0,GRCh38,R8XR-24010302,SI-TT-A1_i7,,,,0.9453,0.941,-L8XR_231214_01_A01-1322484694
254,2007_A06,L8XR_240104_01_E05,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.55,A8XR_231222_01,L8XR_240104_01,MTX-2172,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1380423172,1347154974,4042,2344.0,5109.0,GRCh38,R8XR-24012304,SI-TT-E5_i7,,,,0.952,0.9544,-L8XR_240104_01_E05-1328481788
255,2007_B06,L8XR_240104_01_D05,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.98,A8XR_231222_01,L8XR_240104_01,MTX-2172,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1475870851,1441778234,5889,2037.0,4253.0,GRCh38,R8XR-24012304,SI-TT-D5_i7,,,,0.9528,0.9515,-L8XR_240104_01_D05-1328481789
256,2022_A05,L8XR_240118_21_F01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.82,A8XR_240112_01,L8XR_240118_21,MTX-2172,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1560197941,1526809705,3839,2733.0,6664.0,GRCh38,R8XR-24012304,SI-TT-F1_i7,,,,0.9531,0.9501,-L8XR_240118_21_F01-1328481790
257,2022_B05,L8XR_240118_21_E01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,7.9,A8XR_240112_01,L8XR_240118_21,MTX-2172,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1637452336,1599627187,2017,1210.0,2096.0,GRCh38,R8XR-24012304,SI-TT-E1_i7,,,,0.9533,0.953,-L8XR_240118_21_E01-1328481791
258,2027_A09,L8XR_240118_01_F11,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.63,A8XR_240116_01,L8XR_240118_01,MTX-2172,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1378984613,1347681662,1621,1628.0,2968.0,GRCh38,R8XR-24012304,SI-TT-F11_i7,,,,0.9521,0.9551,-L8XR_240118_01_F11-1328481792
259,2027_B09,L8XR_240118_01_G11,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.27,A8XR_240116_01,L8XR_240118_01,MTX-2173,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1276134713,1235298402,6449,3836.0,12219.0,GRCh38,R8XR-24022706,SI-TT-G11_i7,,,,0.9531,0.9476,-L8XR_240118_01_G11-1335379331
260,2065_A09,L8XR_240215_01_H07,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.75,A8XR_240213_01,L8XR_240215_01,MTX-2173,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1515844386,1470520639,5652,3162.0,7581.5,GRCh38,R8XR-24022706,SI-TT-H7_i7,,,,0.952,0.9434,-L8XR_240215_01_H07-1335379335
261,2065_B09,L8XR_240215_01_F07,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.4,A8XR_240213_01,L8XR_240215_01,MTX-2173,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1592295913,1542297821,2886,1492.0,2352.5,GRCh38,R8XR-24022706,SI-TT-F7_i7,,,,0.9537,0.9467,-L8XR_240215_01_F07-1335379337
262,2065_C09,L8XR_240215_01_G07,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.63,A8XR_240213_01,L8XR_240215_01,MTX-2173,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1587808338,1540967992,3260,1817.0,3195.5,GRCh38,R8XR-24022706,SI-TT-G7_i7,,,,0.9526,0.9466,-L8XR_240215_01_G07-1335379339
263,2109_A08,L8XR_240314_21_H06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.85,A8XR_240308_01,L8XR_240314_21,MTX-2175,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1068455902,1042492424,6910,5170.0,18499.0,GRCh38,R8XR-24031904,SI-TT-H6_i7,,,,0.9596,0.9539,-L8XR_240314_21_H06-c3a82732eaf8a4ab4e930806ece378379f73b2e4
264,2109_B08,L8XR_240314_21_A06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,7.93,A8XR_240308_01,L8XR_240314_21,MTX-2176,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1081424725,1052550685,5459,4642.0,18429.0,GRCh38,R8XR-24040205,SI-TT-A6_i7,,,,0.9591,0.9565,-L8XR_240314_21_A06-9f1b0e72bce410914900f84a81927f1f00caafe0
265,2109_C08,L8XR_240314_21_B06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.82,A8XR_240308_01,L8XR_240314_21,MTX-2176,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1136149333,1105586916,6671,5769.0,23667.0,GRCh38,R8XR-24040205,SI-TT-B6_i7,,,,0.9619,0.9545,-L8XR_240314_21_B06-ccc369b3cae67e1a369ba46d42cd1532ffb8ec8a
266,2117_A11,L8XR_240314_02_F07,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.63,A8XR_240312_02,L8XR_240314_02,MTX-2176,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1259583756,1223559661,3268,3702.5,10924.5,GRCh38,R8XR-24040205,SI-TT-F7_i7,,,,0.9633,0.9578,-L8XR_240314_02_F07-672a295323ac2c79dc82296c3f357b527d3e71c4
267,2117_B11,L8XR_240314_02_E08,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.48,A8XR_240312_02,L8XR_240314_02,MTX-2176,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1163283199,1128384703,8361,5269.0,16860.0,GRCh38,R8XR-24040205,SI-TT-E8_i7,,,,0.9615,0.9565,-L8XR_240314_02_E08-0448fed5f4deb857ae0c329bb8f214c7fb181811
268,2117_C11,L8XR_240314_02_F08,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.17,A8XR_240312_02,L8XR_240314_02,MTX-2176,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1397346814,1357662164,7404,5486.0,21249.5,GRCh38,R8XR-24040205,SI-TT-F8_i7,,,,0.9619,0.9548,-L8XR_240314_02_F08-8b2ed7fa37b4a9637ed063484f62aece0fbd866f
269,2169_A06,L8XR_240411_02_F02,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.53,A8XR_240405_01,L8XR_240411_02,MTX-2177,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,724838186,706572264,9020,3744.0,8894.0,GRCh38,R8XR-24041605,SI-TT-F2_i7,,,,0.9592,0.9498,-L8XR_240411_02_F02-34400c3f45cc5338998f41ab2e175ae85d90ddcf
270,2169_B06,L8XR_240411_02_B02,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.6,A8XR_240405_01,L8XR_240411_02,MTX-2178,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1253777149,1220050544,6656,3450.0,8365.0,GRCh38,R8XR-24042303,SI-TT-B2_i7,,,,0.9492,0.9378,-L8XR_240411_02_B02-4ee0e6b9221d2a26366e161fcadbcb6ce88d451b
271,2169_C06,L8XR_240411_02_H01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,7.9,A8XR_240409_01,L8XR_240411_02,MTX-2178,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1122559432,1088658137,4171,853.0,1303.0,GRCh38,R8XR-24042303,SI-TT-H1_i7,,,,0.9519,0.9447,-L8XR_240411_02_H01-331b2201aed1dbff9f63c3f244d9ac0e714b3f96
272,2252_A07,L8XR_240530_01_G08,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.55,A8XR_240528_01,L8XR_240530_01,MTX-2187,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1541095642,1509965510,10806,1629.5,2671.0,GRCh38,R8XR-24061105,SI-TT-G8_i7,,,,0.9605,0.9532,-L8XR_240530_01_G08-b1ec38b59a234dc4af2ae8250c7a2a3a272f4db5
273,2252_B07,L8XR_240607_02_A04,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,7.9,A8XR_240531_01,L8XR_240607_02,MTX-2187,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1593732494,1559148499,5221,517.0,712.0,GRCh38,R8XR-24061105,SI-TT-A4_i7,,,,0.9611,0.9555,-L8XR_240607_02_A04-70607e11440c6a3587993a6a919455cae7229100
274,2252_C07,L8XR_240607_02_F04,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,7.93,A8XR_240531_01,L8XR_240607_02,MTX-2187,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1698277073,1661933944,6375,1587.0,2926.0,GRCh38,R8XR-24061105,SI-TT-F4_i7,,,,0.9596,0.952,-L8XR_240607_02_F04-065e89a214d0e53267f7d81e3915ce38de66e3a7
275,2284_B09,L8XR_240620_01_E09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.98,A8XR_240618_01,L8XR_240620_01,MTX-2191,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1447797078,1413049948,5483,1652.0,3176.0,GRCh38,R8XR-24071603,SI-TT-E9_i7,,,,0.9512,0.9428,-L8XR_240620_01_E09-1382619566
276,2284_A09,L8XR_240620_01_D09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,7.9,A8XR_240618_01,L8XR_240620_01,MTX-2191,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1293417189,1263280568,2117,1731.0,3335.0,GRCh38,R8XR-24071603,SI-TT-D9_i7,,,,0.9517,0.9436,-L8XR_240620_01_D09-1382619564
277,2284_C09,L8XR_240620_01_F09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.63,A8XR_240618_01,L8XR_240620_01,MTX-2191,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1440796797,1405929515,2979,1757.0,3236.0,GRCh38,R8XR-24071603,SI-TT-F9_i7,,,,0.9526,0.9437,-L8XR_240620_01_F09-17ac42d326165481e611b8e31fb3f93522713b84
278,980_C02,L8XR_211216_02_F01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.9,A8XR_211214_01,L8XR_211216_02,MTX-2044,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1275185861,1228259021,11047,4916.0,13824.0,GRCh38,R8XR-21122002,SI-TT-F1_i7,,,,0.966,0.9589,-L8XR_211216_02_F01-3126961940d5ca2fbcac2f6b38cb091d41aee6b5
279,988_C05,L8XR_211216_02_G01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.45,A8XR_211214_01,L8XR_211216_02,MTX-2043,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1388098351,1336599902,6978,5245.0,20556.5,GRCh38,R8XR-21122001,SI-TT-G1_i7,,,,0.9434,0.9487,-L8XR_211216_02_G01-445a4a879613ae396bfecfb7fd8832b9c4d014a0
280,897_E03,L8XR_211028_02_F09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.45,A8XR_211026_02,L8XR_211028_02,MTX-2033,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1128218784,1099336383,8446,3729.0,10398.0,GRCh38,R8XR-21110201,SI-TT-F9_i7,,,,0.939,0.9547,-L8XR_211028_02_F09-5184c19b9f90b2d0329ec6d7e4ba3febe51999ee
281,988_D05,L8XR_211216_02_H09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.83,A8XR_211214_01,L8XR_211216_02,MTX-2043,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,900037780,866916390,11154,5887.5,21908.5,GRCh38,R8XR-21122001,SI-TT-H9_i7,,,,0.9612,0.9487,-L8XR_211216_02_H09-3ee91edac530b1f0f50268ea918db6986a02ded9
282,930_A05,L8XR_211111_02_C01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.45,A8XR_211109_02,L8XR_211111_02,MTX-2037,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,882846958,849210489,2828,8261.0,54122.0,GRCh38,R8XR-21112901,SI-TT-C1_i7,,,,0.9412,0.9464,-L8XR_211111_02_C01-d90171e6882759a4e1b77f9d9ab4216d67127c00
283,891_A06,L8XR_211021_02_B07,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.83,A8XR_211019_02,L8XR_211021_02,MTX-2032,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1288427090,1239595703,3847,3659.0,9017.0,GRCh38,R8XR-21102602,SI-TT-B7_i7,,,,0.9636,0.9552,-L8XR_211021_02_B07-c570876fa4a9fac69a6f5513f87a8fd63b86eaa4
284,930_E05,L8XR_211111_02_F01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.9,A8XR_211109_02,L8XR_211111_02,MTX-2037,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,941509800,906109032,5797,6843.0,32163.0,GRCh38,R8XR-21112901,SI-TT-F1_i7,,,,0.9628,0.9517,-L8XR_211111_02_F01-3087a8cfb40737d90e0e92fe4d4d2e618504df1f
285,847_A04,L8XR_211007_02_H02,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.83,A8XR_210928_02,L8XR_211007_02,MTX-2027,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1139377909,1091979788,10574,6315.0,24989.0,GRCh38,R8XR-21101201,SI-TT-H2_i7,,,,0.9632,0.9502,-L8XR_211007_02_H02-237fca61a138a6c86f149b0271a293f75f8e4a0b
286,930_C05,L8XR_211111_02_D01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.9,A8XR_211109_02,L8XR_211111_02,MTX-2037,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,896761077,861518367,6986,6573.5,28021.5,GRCh38,R8XR-21112901,SI-TT-D1_i7,,,,0.9384,0.9477,-L8XR_211111_02_D01-d796b86685dfc58f3d1e1826d00a6c211ddb25f9
